source_league_id,dest_league_id,source_league,dest_league,source_country_id,dest_country_id,source_tier,dest_tier,n_transfers,n_loans,fee_sum,fee_median,domestic_share
CLPI,UNKNOWN_CLUB,Copa LPF Proyección Apertura,UNKNOWN_CLUB,9.0,,Youth,,1,0,0.0,,0.0
CLPI,URU2,Copa LPF Proyección Apertura,Segunda División - Fase Regular,9.0,179.0,Youth,2,1,1,0.0,,0.0
CLPI,URUC,Copa LPF Proyección Apertura,Liga AUF Clausura,9.0,179.0,Youth,1,3,3,0.0,,0.0
CLPI,WITHOUT_CLUB,Copa LPF Proyección Apertura,WITHOUT_CLUB,9.0,,Youth,,7,0,0.0,,0.0
CN2A,A2,Championnat National 2 - Groupe A,2. Liga,50.0,127.0,4,2,2,1,0.0,,0.0
CN2A,ALG1,Championnat National 2 - Groupe A,Ligue 1,50.0,4.0,4,1,6,0,0.0,,0.0
CN2A,AND1,Championnat National 2 - Groupe A,Primera Divisió,50.0,5.0,4,1,1,0,0.0,,0.0
CN2A,BE1,Championnat National 2 - Groupe A,Jupiler Pro League,50.0,19.0,4,1,15,6,0.0,,0.0
CN2A,BE2,Championnat National 2 - Groupe A,Challenger Pro League,50.0,19.0,4,2,24,10,0.0,,0.0
CN2A,BE3A,Championnat National 2 - Groupe A,1ste Nationale ACFF,50.0,19.0,4,3,2,0,0.0,,0.0
CN2A,BEL3,Championnat National 2 - Groupe A,1ste Nationale,50.0,19.0,4,3,7,0,0.0,,0.0
CN2A,BU1,Championnat National 2 - Groupe A,efbet Liga,50.0,28.0,4,1,8,0,0.0,,0.0
CN2A,BU2,Championnat National 2 - Groupe A,Vtora Liga,50.0,28.0,4,2,1,0,0.0,,0.0
CN2A,C1,Championnat National 2 - Groupe A,Super League,50.0,148.0,4,1,1,0,0.0,,0.0
CN2A,C2,Championnat National 2 - Groupe A,Challenge League,50.0,148.0,4,2,1,0,0.0,,0.0
CN2A,C2I2,Championnat National 2 - Groupe A,2. Liga interregional - Gruppe 2 (bis 11/12),50.0,148.0,4,4,1,0,0.0,,0.0
CN2A,C3AR,Championnat National 2 - Groupe A,Championnat National 3 - Groupe K,50.0,50.0,4,5,9,0,0.0,,1.0
CN2A,C3BF,Championnat National 2 - Groupe A,Championnat National 3 - Groupe J,50.0,50.0,4,5,16,0,0.0,,1.0
CN2A,C3BR,Championnat National 2 - Groupe A,Championnat National 3 - Groupe E,50.0,50.0,4,5,10,0,0.0,,1.0
CN2A,C3CM,Championnat National 2 - Groupe A,Championnat National 3 - Groupe A,50.0,50.0,4,5,36,1,0.0,,1.0
CN2A,C3GE,Championnat National 2 - Groupe A,Championnat National 3 - Groupe I,50.0,50.0,4,5,14,1,0.0,,1.0
CN2A,C3HF,Championnat National 2 - Groupe A,Championnat National 3 - Groupe G,50.0,50.0,4,5,19,1,0.0,,1.0
CN2A,C3IF,Championnat National 2 - Groupe A,Championnat National 3 - Groupe H,50.0,50.0,4,5,22,0,0.0,,1.0
CN2A,C3NA,Championnat National 2 - Groupe A,Championnat National 3 - Groupe B,50.0,50.0,4,5,14,0,0.0,,1.0
CN2A,C3NO,Championnat National 2 - Groupe A,Championnat National 3 - Groupe F,50.0,50.0,4,5,13,0,0.0,,1.0
CN2A,C3OC,Championnat National 2 - Groupe A,National 3 - Occitanie,50.0,50.0,4,5,7,0,0.0,,1.0
CN2A,C3PL,Championnat National 2 - Groupe A,Championnat National 3 - Groupe D,50.0,50.0,4,5,8,1,0.0,,1.0
CN2A,C3VL,Championnat National 2 - Groupe A,Championnat National 3 - Groupe C,50.0,50.0,4,5,19,2,0.0,,1.0
CN2A,CAREER_BREAK,Championnat National 2 - Groupe A,CAREER_BREAK,50.0,,4,,8,0,0.0,,0.0
CN2A,CHC1,Championnat National 2 - Groupe A,1. Liga Classic Gruppe 1,50.0,148.0,4,4,2,0,0.0,,0.0
CN2A,CIR1,Championnat National 2 - Groupe A,2. Liga interregional - Gruppe 1,50.0,148.0,4,5,2,0,0.0,,0.0
CN2A,CIR2,Championnat National 2 - Groupe A,2. Liga interregional - Gruppe 2,50.0,148.0,4,5,2,0,0.0,,0.0
CN2A,CN2A,Championnat National 2 - Groupe A,Championnat National 2 - Groupe A,50.0,50.0,4,4,191,0,0.0,,1.0
CN2A,CN2B,Championnat National 2 - Groupe A,Championnat National 2 - Groupe B,50.0,50.0,4,4,64,1,0.0,,1.0
CN2A,CN2C,Championnat National 2 - Groupe A,Championnat National 2 - Groupe C,50.0,50.0,4,4,70,5,0.0,,1.0
CN2A,CN2D,Championnat National 2 - Groupe A,Championnat National 2 - Groupe D,50.0,50.0,4,4,60,1,0.0,,1.0
CN2A,CNAT,Championnat National 2 - Groupe A,National League,50.0,189.0,4,5,1,0,0.0,,0.0
CN2A,CZ3C,Championnat National 2 - Groupe A,Ceska fotbalova liga,50.0,172.0,4,3,1,0,0.0,,0.0
CN2A,DK1,Championnat National 2 - Groupe A,Superliga,50.0,39.0,4,1,1,0,0.0,,0.0
CN2A,E4G2,Championnat National 2 - Groupe A,Segunda Federación - Grupo II,50.0,157.0,4,4,1,0,0.0,,0.0
CN2A,ES2,Championnat National 2 - Groupe A,LaLiga2,50.0,157.0,4,2,3,1,0.0,,0.0
CN2A,ES3A,Championnat National 2 - Groupe A,Segunda División B - Grupo I (- 20/21),50.0,157.0,4,3,1,0,0.0,,0.0
CN2A,ES3C,Championnat National 2 - Groupe A,Segunda División B - Grupo III (-20/21),50.0,157.0,4,3,1,0,0.0,,0.0
CN2A,FR1,Championnat National 2 - Groupe A,Ligue 1,50.0,50.0,4,1,15,3,0.0,,1.0
CN2A,FR2,Championnat National 2 - Groupe A,Ligue 2,50.0,50.0,4,2,72,20,150000.0,75000.0,1.0
CN2A,FR3,Championnat National 2 - Groupe A,Championnat National,50.0,50.0,4,3,218,22,50000.0,50000.0,1.0
CN2A,GB1,Championnat National 2 - Groupe A,Premier League,50.0,189.0,4,1,1,0,0.0,,0.0
CN2A,GB2,Championnat National 2 - Groupe A,Championship,50.0,189.0,4,2,2,0,0.0,,0.0
CN2A,GB4,Championnat National 2 - Groupe A,League Two,50.0,189.0,4,4,1,0,0.0,,0.0
CN2A,GR1,Championnat National 2 - Groupe A,Super League 1,50.0,56.0,4,1,1,1,0.0,,0.0
CN2A,GR2,Championnat National 2 - Groupe A,Football League,50.0,56.0,4,3,1,0,0.0,,0.0
CN2A,GR2N,Championnat National 2 - Groupe A,Football League Nord,50.0,56.0,4,2,1,0,0.0,,0.0
CN2A,GRS2,Championnat National 2 - Groupe A,Super League 2,50.0,56.0,4,2,1,0,0.0,,0.0
CN2A,IS1,Championnat National 2 - Groupe A,Besta deild,50.0,73.0,4,1,1,1,0.0,,0.0
CN2A,ISR2,Championnat National 2 - Groupe A,Liga Leumit,50.0,74.0,4,2,1,0,0.0,,0.0
CN2A,IT1,Championnat National 2 - Groupe A,Serie A,50.0,75.0,4,1,1,0,0.0,,0.0
CN2A,IT2,Championnat National 2 - Groupe A,Serie B,50.0,75.0,4,2,2,0,0.0,,0.0
CN2A,IT3B,Championnat National 2 - Groupe A,Serie C - Girone B,50.0,75.0,4,3,1,1,0.0,,0.0
CN2A,IT4B,Championnat National 2 - Groupe A,Serie D - Girone B,50.0,75.0,4,4,1,0,0.0,,0.0
CN2A,KO1,Championnat National 2 - Groupe A,Superliga e Kosovës,50.0,244.0,4,1,1,0,0.0,,0.0
CN2A,L1,Championnat National 2 - Groupe A,Bundesliga,50.0,40.0,4,1,1,0,0.0,,0.0
CN2A,L2,Championnat National 2 - Groupe A,2. Bundesliga,50.0,40.0,4,2,2,0,0.0,,0.0
CN2A,LUX1,Championnat National 2 - Groupe A,BGL Ligue,50.0,99.0,4,1,8,0,0.0,,0.0
CN2A,LUX2,Championnat National 2 - Groupe A,Ehrenpromotion,50.0,99.0,4,2,3,0,0.0,,0.0
CN2A,MAR1,Championnat National 2 - Groupe A,Botola Pro Inwi,50.0,107.0,4,1,2,0,0.0,,0.0
CN2A,MLS1,Championnat National 2 - Groupe A,Major League Soccer,50.0,184.0,4,1,1,1,0.0,,0.0
CN2A,NL1,Championnat National 2 - Groupe A,Eredivisie,50.0,122.0,4,1,1,1,0.0,,0.0
CN2A,NL2,Championnat National 2 - Groupe A,Keuken Kampioen Divisie,50.0,122.0,4,2,1,0,0.0,,0.0
CN2A,NLS6,Championnat National 2 - Groupe A,National League South,50.0,189.0,4,6,1,0,0.0,,0.0
CN2A,PL1,Championnat National 2 - Groupe A,PKO BP Ekstraklasa,50.0,135.0,4,1,1,1,0.0,,0.0
CN2A,PO1,Championnat National 2 - Groupe A,Liga Portugal,50.0,136.0,4,1,4,4,0.0,,0.0
CN2A,PO2,Championnat National 2 - Groupe A,Liga Portugal 2,50.0,136.0,4,2,7,2,0.0,,0.0
CN2A,PT23,Championnat National 2 - Groupe A,Liga Revelação U23,50.0,136.0,4,Youth,2,1,0.0,,0.0
CN2A,QSL,Championnat National 2 - Groupe A,Qatar Stars League,50.0,137.0,4,1,1,1,0.0,,0.0
CN2A,RETIREMENT,Championnat National 2 - Groupe A,RETIREMENT,50.0,,4,,68,0,0.0,,0.0
CN2A,RO1,Championnat National 2 - Groupe A,SuperLiga,50.0,140.0,4,1,2,0,0.0,,0.0
CN2A,RO2,Championnat National 2 - Groupe A,Liga 2,50.0,140.0,4,2,3,0,0.0,,0.0
CN2A,SL1,Championnat National 2 - Groupe A,Prva Liga,50.0,155.0,4,1,2,0,0.0,,0.0
CN2A,SLO1,Championnat National 2 - Groupe A,Niké Liga,50.0,154.0,4,1,1,0,0.0,,0.0
CN2A,THA1,Championnat National 2 - Groupe A,Thai League,50.0,167.0,4,1,1,0,0.0,,0.0
CN2A,TR1,Championnat National 2 - Groupe A,Süper Lig,50.0,174.0,4,1,5,3,0.0,,0.0
CN2A,TS1,Championnat National 2 - Groupe A,Chance Liga,50.0,172.0,4,1,2,0,0.0,,0.0
CN2A,TS2,Championnat National 2 - Groupe A,Chance Narodni Liga,50.0,172.0,4,2,1,0,0.0,,0.0
CN2A,TUN1,Championnat National 2 - Groupe A,Ligue 1,50.0,173.0,4,1,2,0,0.0,,0.0
CN2A,UG2W,Championnat National 2 - Groupe A,Ness Hungary NB II - West,50.0,178.0,4,2,1,0,0.0,,0.0
CN2A,UKR1,Championnat National 2 - Groupe A,Premier Liga,50.0,177.0,4,1,2,0,0.0,,0.0
CN2A,UNKNOWN_CLUB,Championnat National 2 - Groupe A,UNKNOWN_CLUB,50.0,,4,,13,0,0.0,,0.0
CN2A,USL,Championnat National 2 - Groupe A,USL Championship,50.0,184.0,4,2,1,0,0.0,,0.0
CN2A,VIE1,Championnat National 2 - Groupe A,V.League 1,50.0,185.0,4,1,3,0,0.0,,0.0
CN2A,WITHOUT_CLUB,Championnat National 2 - Groupe A,WITHOUT_CLUB,50.0,,4,,160,0,0.0,,0.0
CN2A,ZYP1,Championnat National 2 - Groupe A,Cyprus League,50.0,188.0,4,1,6,0,0.0,,0.0
CN2B,212F,Championnat National 2 - Groupe B,U21 Divisie 2 Herbst,50.0,122.0,4,Youth,1,0,0.0,,0.0
CN2B,ACFF,Championnat National 2 - Groupe B,2de Nationale ACFF,50.0,19.0,4,4,3,0,0.0,,0.0
CN2B,BE1,Championnat National 2 - Groupe B,Jupiler Pro League,50.0,19.0,4,1,5,1,0.0,,0.0
CN2B,BE2,Championnat National 2 - Groupe B,Challenger Pro League,50.0,19.0,4,2,10,6,0.0,,0.0
CN2B,BE3A,Championnat National 2 - Groupe B,1ste Nationale ACFF,50.0,19.0,4,3,2,0,0.0,,0.0
CN2B,BEL3,Championnat National 2 - Groupe B,1ste Nationale,50.0,19.0,4,3,3,0,0.0,,0.0
CN2B,BU1,Championnat National 2 - Groupe B,efbet Liga,50.0,28.0,4,1,4,0,0.0,,0.0
CN2B,BU2,Championnat National 2 - Groupe B,Vtora Liga,50.0,28.0,4,2,2,0,0.0,,0.0
CN2B,C1,Championnat National 2 - Groupe B,Super League,50.0,148.0,4,1,2,1,0.0,,0.0
CN2B,C2,Championnat National 2 - Groupe B,Challenge League,50.0,148.0,4,2,1,0,0.0,,0.0
CN2B,C3AR,Championnat National 2 - Groupe B,Championnat National 3 - Groupe K,50.0,50.0,4,5,7,0,0.0,,1.0
CN2B,C3BF,Championnat National 2 - Groupe B,Championnat National 3 - Groupe J,50.0,50.0,4,5,7,0,0.0,,1.0
CN2B,C3BR,Championnat National 2 - Groupe B,Championnat National 3 - Groupe E,50.0,50.0,4,5,15,1,0.0,,1.0
CN2B,C3CM,Championnat National 2 - Groupe B,Championnat National 3 - Groupe A,50.0,50.0,4,5,15,0,0.0,,1.0
CN2B,C3GE,Championnat National 2 - Groupe B,Championnat National 3 - Groupe I,50.0,50.0,4,5,17,2,0.0,,1.0
CN2B,C3HF,Championnat National 2 - Groupe B,Championnat National 3 - Groupe G,50.0,50.0,4,5,17,2,0.0,,1.0
CN2B,C3IF,Championnat National 2 - Groupe B,Championnat National 3 - Groupe H,50.0,50.0,4,5,29,0,0.0,,1.0
CN2B,C3NA,Championnat National 2 - Groupe B,Championnat National 3 - Groupe B,50.0,50.0,4,5,22,1,0.0,,1.0
CN2B,C3NO,Championnat National 2 - Groupe B,Championnat National 3 - Groupe F,50.0,50.0,4,5,12,0,0.0,,1.0
CN2B,C3OC,Championnat National 2 - Groupe B,National 3 - Occitanie,50.0,50.0,4,5,4,0,0.0,,1.0
CN2B,C3PL,Championnat National 2 - Groupe B,Championnat National 3 - Groupe D,50.0,50.0,4,5,9,0,0.0,,1.0
CN2B,C3VL,Championnat National 2 - Groupe B,Championnat National 3 - Groupe C,50.0,50.0,4,5,14,0,0.0,,1.0
CN2B,CAREER_BREAK,Championnat National 2 - Groupe B,CAREER_BREAK,50.0,,4,,3,0,0.0,,0.0
CN2B,CHC1,Championnat National 2 - Groupe B,1. Liga Classic Gruppe 1,50.0,148.0,4,4,3,0,0.0,,0.0
CN2B,CHC2,Championnat National 2 - Groupe B,1. Liga Classic Gruppe 2,50.0,148.0,4,4,1,0,0.0,,0.0
CN2B,CHPR,Championnat National 2 - Groupe B,Promotion League,50.0,148.0,4,3,4,0,100000.0,100000.0,0.0
CN2B,CIR1,Championnat National 2 - Groupe B,2. Liga interregional - Gruppe 1,50.0,148.0,4,5,4,0,0.0,,0.0
CN2B,CLO,Championnat National 2 - Groupe B,China League One,50.0,34.0,4,2,1,0,0.0,,0.0
CN2B,CN2A,Championnat National 2 - Groupe B,Championnat National 2 - Groupe A,50.0,50.0,4,4,94,1,0.0,,1.0
CN2B,CN2B,Championnat National 2 - Groupe B,Championnat National 2 - Groupe B,50.0,50.0,4,4,141,5,0.0,,1.0
CN2B,CN2C,Championnat National 2 - Groupe B,Championnat National 2 - Groupe C,50.0,50.0,4,4,67,1,0.0,,1.0
CN2B,CN2D,Championnat National 2 - Groupe B,Championnat National 2 - Groupe D,50.0,50.0,4,4,36,0,1500000.0,1500000.0,1.0
CN2B,CNAT,Championnat National 2 - Groupe B,National League,50.0,189.0,4,5,2,0,0.0,,0.0
CN2B,COL1,Championnat National 2 - Groupe B,Liga Dimayor Finalización,50.0,83.0,4,1,1,1,0.0,,0.0
CN2B,CR1,Championnat National 2 - Groupe B,1. Liga Gruppe 1 (bis 11/12),50.0,148.0,4,3,3,0,0.0,,0.0
CN2B,CYP2,Championnat National 2 - Groupe B,2. Division,50.0,188.0,4,2,1,0,0.0,,0.0
CN2B,DK1,Championnat National 2 - Groupe B,Superliga,50.0,39.0,4,1,3,1,0.0,,0.0
CN2B,E3G1,Championnat National 2 - Groupe B,Primera Federación - Grupo I,50.0,157.0,4,3,2,0,0.0,,0.0
CN2B,ES1,Championnat National 2 - Groupe B,LaLiga,50.0,157.0,4,1,1,0,0.0,,0.0
CN2B,ES2,Championnat National 2 - Groupe B,LaLiga2,50.0,157.0,4,2,1,0,0.0,,0.0
CN2B,ES3A,Championnat National 2 - Groupe B,Segunda División B - Grupo I (- 20/21),50.0,157.0,4,3,2,0,0.0,,0.0
CN2B,ES3D,Championnat National 2 - Groupe B,Segunda División B - Grupo IV (-20/21),50.0,157.0,4,3,1,0,0.0,,0.0
CN2B,FR1,Championnat National 2 - Groupe B,Ligue 1,50.0,50.0,4,1,12,0,11000000.0,5500000.0,1.0
CN2B,FR2,Championnat National 2 - Groupe B,Ligue 2,50.0,50.0,4,2,63,23,0.0,,1.0
CN2B,FR3,Championnat National 2 - Groupe B,Championnat National,50.0,50.0,4,3,170,15,0.0,,1.0
CN2B,GB2,Championnat National 2 - Groupe B,Championship,50.0,189.0,4,2,1,0,0.0,,0.0
CN2B,GB21,Championnat National 2 - Groupe B,Premier League 2,50.0,189.0,4,Reserve,1,0,0.0,,0.0
CN2B,GB4,Championnat National 2 - Groupe B,League Two,50.0,189.0,4,4,2,0,0.0,,0.0
CN2B,GBR,Championnat National 2 - Groupe B,Premier Reserve League,50.0,189.0,4,Reserve,1,0,300000.0,300000.0,0.0
CN2B,GR1,Championnat National 2 - Groupe B,Super League 1,50.0,56.0,4,1,2,0,0.0,,0.0
CN2B,ISR1,Championnat National 2 - Groupe B,Ligat ha'Al,50.0,74.0,4,1,4,0,0.0,,0.0
CN2B,IT1,Championnat National 2 - Groupe B,Serie A,50.0,75.0,4,1,1,1,0.0,,0.0
CN2B,IT2,Championnat National 2 - Groupe B,Serie B,50.0,75.0,4,2,1,0,0.0,,0.0
CN2B,IT3A,Championnat National 2 - Groupe B,Serie C - Girone A,50.0,75.0,4,3,1,0,0.0,,0.0
CN2B,IT4E,Championnat National 2 - Groupe B,Serie D - Girone E,50.0,75.0,4,4,1,0,0.0,,0.0
CN2B,IT4F,Championnat National 2 - Groupe B,Serie D - Girone F,50.0,75.0,4,4,1,0,0.0,,0.0
CN2B,ITJ1,Championnat National 2 - Groupe B,Campionato Primavera Girone A,50.0,75.0,4,Youth,1,0,0.0,,0.0
CN2B,KR1,Championnat National 2 - Groupe B,SuperSport HNL,50.0,37.0,4,1,1,0,0.0,,0.0
CN2B,L1,Championnat National 2 - Groupe B,Bundesliga,50.0,40.0,4,1,1,0,0.0,,0.0
CN2B,L3,Championnat National 2 - Groupe B,3. Liga,50.0,40.0,4,3,1,0,0.0,,0.0
CN2B,LUX1,Championnat National 2 - Groupe B,BGL Ligue,50.0,99.0,4,1,13,1,0.0,,0.0
CN2B,LUX2,Championnat National 2 - Groupe B,Ehrenpromotion,50.0,99.0,4,2,1,0,0.0,,0.0
CN2B,MAR1,Championnat National 2 - Groupe B,Botola Pro Inwi,50.0,107.0,4,1,1,0,0.0,,0.0
CN2B,MO1N,Championnat National 2 - Groupe B,Super Liga,50.0,112.0,4,1,1,0,0.0,,0.0
CN2B,NL1,Championnat National 2 - Groupe B,Eredivisie,50.0,122.0,4,1,1,0,0.0,,0.0
CN2B,NL2,Championnat National 2 - Groupe B,Keuken Kampioen Divisie,50.0,122.0,4,2,3,1,0.0,,0.0
CN2B,NLBE,Championnat National 2 - Groupe B,Beloften Eredivisie,50.0,122.0,4,Reserve,1,0,500000.0,500000.0,0.0
CN2B,OBLB,Championnat National 2 - Groupe B,Oberliga Baden-Württemberg,50.0,40.0,4,5,2,0,0.0,,0.0
CN2B,PL1,Championnat National 2 - Groupe B,PKO BP Ekstraklasa,50.0,135.0,4,1,1,0,0.0,,0.0
CN2B,PL2,Championnat National 2 - Groupe B,Betclic 1 Liga,50.0,135.0,4,2,1,0,0.0,,0.0
CN2B,PL3Z,Championnat National 2 - Groupe B,2 Liga - West,50.0,135.0,4,3,1,0,0.0,,0.0
CN2B,PO1,Championnat National 2 - Groupe B,Liga Portugal,50.0,136.0,4,1,3,0,0.0,,0.0
CN2B,PO2,Championnat National 2 - Groupe B,Liga Portugal 2,50.0,136.0,4,2,3,0,0.0,,0.0
CN2B,POLL,Championnat National 2 - Groupe B,Play-Off Liga Portugal 2,50.0,136.0,4,PlayoffRelegation,1,0,0.0,,0.0
CN2B,QSL,Championnat National 2 - Groupe B,Qatar Stars League,50.0,137.0,4,1,2,0,0.0,,0.0
CN2B,RETIREMENT,Championnat National 2 - Groupe B,RETIREMENT,50.0,,4,,39,0,0.0,,0.0
CN2B,RLN4,Championnat National 2 - Groupe B,Regionalliga Nordost,50.0,40.0,4,4,1,0,50000.0,50000.0,0.0
CN2B,RLSW,Championnat National 2 - Groupe B,Regionalliga Südwest,50.0,40.0,4,4,1,0,0.0,,0.0
CN2B,RO1,Championnat National 2 - Groupe B,SuperLiga,50.0,140.0,4,1,1,0,0.0,,0.0
CN2B,RO2,Championnat National 2 - Groupe B,Liga 2,50.0,140.0,4,2,2,0,0.0,,0.0
CN2B,RU2,Championnat National 2 - Groupe B,1.Division,50.0,141.0,4,2,1,0,0.0,,0.0
CN2B,SA1,Championnat National 2 - Groupe B,Saudi Pro League,50.0,146.0,4,1,1,0,0.0,,0.0
CN2B,SC2,Championnat National 2 - Groupe B,Scottish Championship,50.0,190.0,4,2,1,0,0.0,,0.0
CN2B,SER1,Championnat National 2 - Groupe B,Super Liga Srbije,50.0,215.0,4,1,1,0,0.0,,0.0
CN2B,SIN1,Championnat National 2 - Groupe B,Singapore Premier League,50.0,153.0,4,1,1,0,0.0,,0.0
CN2B,SL1,Championnat National 2 - Groupe B,Prva Liga,50.0,155.0,4,1,1,0,0.0,,0.0
CN2B,SLO1,Championnat National 2 - Groupe B,Niké Liga,50.0,154.0,4,1,1,0,0.0,,0.0
CN2B,THA2,Championnat National 2 - Groupe B,Thai League 2,50.0,167.0,4,2,1,0,0.0,,0.0
CN2B,TR1,Championnat National 2 - Groupe B,Süper Lig,50.0,174.0,4,1,2,1,0.0,,0.0
CN2B,TR2,Championnat National 2 - Groupe B,1.Lig,50.0,174.0,4,2,2,0,0.0,,0.0
CN2B,TR3A,Championnat National 2 - Groupe B,2.Lig Beyaz,50.0,174.0,4,3,2,0,0.0,,0.0
CN2B,TR3B,Championnat National 2 - Groupe B,2.Lig Kirmizi,50.0,174.0,4,3,1,0,0.0,,0.0
CN2B,TS1,Championnat National 2 - Groupe B,Chance Liga,50.0,172.0,4,1,3,0,0.0,,0.0
CN2B,TUN1,Championnat National 2 - Groupe B,Ligue 1,50.0,173.0,4,1,3,0,0.0,,0.0
CN2B,UKR1,Championnat National 2 - Groupe B,Premier Liga,50.0,177.0,4,1,1,0,0.0,,0.0
CN2B,UNG1,Championnat National 2 - Groupe B,Nemzeti Bajnokság,50.0,178.0,4,1,3,0,0.0,,0.0
CN2B,UNKNOWN_CLUB,Championnat National 2 - Groupe B,UNKNOWN_CLUB,50.0,,4,,14,0,0.0,,0.0
CN2B,USL,Championnat National 2 - Groupe B,USL Championship,50.0,184.0,4,2,2,0,0.0,,0.0
CN2B,VLSB,Championnat National 2 - Groupe B,Verbandsliga Südbaden,50.0,40.0,4,6,1,0,0.0,,0.0
CN2B,WITHOUT_CLUB,Championnat National 2 - Groupe B,WITHOUT_CLUB,50.0,,4,,151,0,0.0,,0.0
CN2B,ZYP1,Championnat National 2 - Groupe B,Cyprus League,50.0,188.0,4,1,3,0,0.0,,0.0
CN2C,211F,Championnat National 2 - Groupe C,U21 Divisie 1 Herbst,50.0,122.0,4,Youth,1,0,0.0,,0.0
CN2C,ACFF,Championnat National 2 - Groupe C,2de Nationale ACFF,50.0,19.0,4,4,1,0,0.0,,0.0
CN2C,ALG1,Championnat National 2 - Groupe C,Ligue 1,50.0,4.0,4,1,10,0,0.0,,0.0
CN2C,AND1,Championnat National 2 - Groupe C,Primera Divisió,50.0,5.0,4,1,2,0,0.0,,0.0
CN2C,ARG2,Championnat National 2 - Groupe C,Primera Nacional,50.0,9.0,4,2,1,0,0.0,,0.0
CN2C,ARM1,Championnat National 2 - Groupe C,Premier League,50.0,10.0,4,1,1,0,0.0,,0.0
CN2C,BE1,Championnat National 2 - Groupe C,Jupiler Pro League,50.0,19.0,4,1,11,3,0.0,,0.0
CN2C,BE2,Championnat National 2 - Groupe C,Challenger Pro League,50.0,19.0,4,2,11,2,0.0,,0.0
CN2C,BE3A,Championnat National 2 - Groupe C,1ste Nationale ACFF,50.0,19.0,4,3,2,0,0.0,,0.0
CN2C,BEL3,Championnat National 2 - Groupe C,1ste Nationale,50.0,19.0,4,3,4,0,0.0,,0.0
CN2C,BU1,Championnat National 2 - Groupe C,efbet Liga,50.0,28.0,4,1,3,0,0.0,,0.0
CN2C,BU2,Championnat National 2 - Groupe C,Vtora Liga,50.0,28.0,4,2,1,0,0.0,,0.0
CN2C,C1,Championnat National 2 - Groupe C,Super League,50.0,148.0,4,1,5,3,0.0,,0.0
CN2C,C2,Championnat National 2 - Groupe C,Challenge League,50.0,148.0,4,2,4,1,0.0,,0.0
CN2C,C3AR,Championnat National 2 - Groupe C,Championnat National 3 - Groupe K,50.0,50.0,4,5,14,0,0.0,,1.0
CN2C,C3BF,Championnat National 2 - Groupe C,Championnat National 3 - Groupe J,50.0,50.0,4,5,8,0,0.0,,1.0
CN2C,C3BR,Championnat National 2 - Groupe C,Championnat National 3 - Groupe E,50.0,50.0,4,5,21,0,0.0,,1.0
CN2C,C3CM,Championnat National 2 - Groupe C,Championnat National 3 - Groupe A,50.0,50.0,4,5,46,1,0.0,,1.0
CN2C,C3GE,Championnat National 2 - Groupe C,Championnat National 3 - Groupe I,50.0,50.0,4,5,4,0,0.0,,1.0
CN2C,C3HF,Championnat National 2 - Groupe C,Championnat National 3 - Groupe G,50.0,50.0,4,5,22,0,0.0,,1.0
CN2C,C3IF,Championnat National 2 - Groupe C,Championnat National 3 - Groupe H,50.0,50.0,4,5,21,1,0.0,,1.0
CN2C,C3NA,Championnat National 2 - Groupe C,Championnat National 3 - Groupe B,50.0,50.0,4,5,19,2,0.0,,1.0
CN2C,C3NO,Championnat National 2 - Groupe C,Championnat National 3 - Groupe F,50.0,50.0,4,5,14,0,0.0,,1.0
CN2C,C3OC,Championnat National 2 - Groupe C,National 3 - Occitanie,50.0,50.0,4,5,7,1,0.0,,1.0
CN2C,C3PL,Championnat National 2 - Groupe C,Championnat National 3 - Groupe D,50.0,50.0,4,5,7,0,0.0,,1.0
CN2C,C3VL,Championnat National 2 - Groupe C,Championnat National 3 - Groupe C,50.0,50.0,4,5,10,1,0.0,,1.0
CN2C,CAREER_BREAK,Championnat National 2 - Groupe C,CAREER_BREAK,50.0,,4,,5,0,0.0,,0.0
CN2C,CHC1,Championnat National 2 - Groupe C,1. Liga Classic Gruppe 1,50.0,148.0,4,4,2,0,0.0,,0.0
CN2C,CHC2,Championnat National 2 - Groupe C,1. Liga Classic Gruppe 2,50.0,148.0,4,4,2,0,0.0,,0.0
CN2C,CHPR,Championnat National 2 - Groupe C,Promotion League,50.0,148.0,4,3,4,0,0.0,,0.0
CN2C,CIR1,Championnat National 2 - Groupe C,2. Liga interregional - Gruppe 1,50.0,148.0,4,5,1,0,0.0,,0.0
CN2C,CN2A,Championnat National 2 - Groupe C,Championnat National 2 - Groupe A,50.0,50.0,4,4,67,2,0.0,,1.0
CN2C,CN2B,Championnat National 2 - Groupe C,Championnat National 2 - Groupe B,50.0,50.0,4,4,74,1,0.0,,1.0
CN2C,CN2C,Championnat National 2 - Groupe C,Championnat National 2 - Groupe C,50.0,50.0,4,4,231,4,0.0,,1.0
CN2C,CN2D,Championnat National 2 - Groupe C,Championnat National 2 - Groupe D,50.0,50.0,4,4,76,3,0.0,,1.0
CN2C,CNAT,Championnat National 2 - Groupe C,National League,50.0,189.0,4,5,1,0,0.0,,0.0
CN2C,COLP,Championnat National 2 - Groupe C,Liga DIMAYOR Apertura,50.0,83.0,4,1,1,1,0.0,,0.0
CN2C,CR1,Championnat National 2 - Groupe C,1. Liga Gruppe 1 (bis 11/12),50.0,148.0,4,3,1,0,0.0,,0.0
