source_league_id,dest_league_id,source_league,dest_league,source_country_id,dest_country_id,source_tier,dest_tier,n_transfers,n_loans,fee_sum,fee_median,domestic_share
FI3,FI3,Kakkonen - Region Ost,Kakkonen - Region Ost,49.0,49.0,3,3,1,0,0.0,,1.0
FI3,NL1,Kakkonen - Region Ost,Eredivisie,49.0,122.0,3,1,1,0,0.0,,0.0
FI3A,DKDL,Kakkonen - Gruppe A,U19 Drenge Ligaen,49.0,39.0,4,Youth,2,0,50000.0,50000.0,0.0
FI3A,EL1A,Kakkonen - Gruppe A,LigaPro Serie A Primera Etapa,49.0,44.0,4,1,1,0,0.0,,0.0
FI3A,EST1,Kakkonen - Gruppe A,Premium Liiga,49.0,47.0,4,1,1,0,0.0,,0.0
FI3A,FI1,Kakkonen - Gruppe A,Veikkausliiga,49.0,49.0,4,1,5,1,0.0,,1.0
FI3A,FI2,Kakkonen - Gruppe A,Ykkösliiga,49.0,49.0,4,2,1,0,0.0,,1.0
FI3A,FI3A,Kakkonen - Gruppe A,Kakkonen - Gruppe A,49.0,49.0,4,4,1,0,0.0,,1.0
FI3A,FI3B,Kakkonen - Gruppe A,Kakkonen - Gruppe B,49.0,49.0,4,4,1,0,0.0,,1.0
FI3A,IN1L,Kakkonen - Gruppe A,Super League,49.0,68.0,4,1,1,0,0.0,,0.0
FI3A,RETIREMENT,Kakkonen - Gruppe A,RETIREMENT,49.0,,4,,2,0,0.0,,0.0
FI3A,WITHOUT_CLUB,Kakkonen - Gruppe A,WITHOUT_CLUB,49.0,,4,,6,0,0.0,,0.0
FI3B,510,Kakkonen - Gruppe B,Derde Divisie A,49.0,122.0,4,4,1,0,0.0,,0.0
FI3B,AJ3,Kakkonen - Gruppe B,A-Junioren Bundesliga Süd/Südwest (- 23/24),49.0,40.0,4,Youth,1,0,0.0,,0.0
FI3B,AZ1,Kakkonen - Gruppe B,Premyer Liqa,49.0,13.0,4,1,1,0,0.0,,0.0
FI3B,F4LA,Kakkonen - Gruppe B,Kolmonen Läntinen,49.0,49.0,4,5,1,0,0.0,,1.0
FI3B,FI1,Kakkonen - Gruppe B,Veikkausliiga,49.0,49.0,4,1,11,0,0.0,,1.0
FI3B,FI3A,Kakkonen - Gruppe B,Kakkonen - Gruppe A,49.0,49.0,4,4,2,0,0.0,,1.0
FI3B,FI3B,Kakkonen - Gruppe B,Kakkonen - Gruppe B,49.0,49.0,4,4,2,0,0.0,,1.0
FI3B,GB18,Kakkonen - Gruppe B,U18 Premier League,49.0,189.0,4,Youth,1,0,0.0,,0.0
FI3B,IJ1,Kakkonen - Gruppe B,Primavera 1,49.0,75.0,4,Youth,2,1,0.0,,0.0
FI3B,IT1,Kakkonen - Gruppe B,Serie A,49.0,75.0,4,1,1,0,0.0,,0.0
FI3B,IT4F,Kakkonen - Gruppe B,Serie D - Girone F,49.0,75.0,4,4,1,0,0.0,,0.0
FI3B,L3,Kakkonen - Gruppe B,3. Liga,49.0,40.0,4,3,1,0,0.0,,0.0
FI3B,NLBB,Kakkonen - Gruppe B,Beloften Eerste Divisie,49.0,122.0,4,Reserve,1,0,0.0,,0.0
FI3B,RETIREMENT,Kakkonen - Gruppe B,RETIREMENT,49.0,,4,,5,0,0.0,,0.0
FI3B,TR4A,Kakkonen - Gruppe B,3.Lig Grup 1,49.0,174.0,4,4,1,0,0.0,,0.0
FI3B,WITHOUT_CLUB,Kakkonen - Gruppe B,WITHOUT_CLUB,49.0,,4,,6,0,0.0,,0.0
FI3C,CAREER_BREAK,Kakkonen - Gruppe C,CAREER_BREAK,49.0,,4,,1,0,0.0,,0.0
FI3C,CZ3M,Kakkonen - Gruppe C,Moravskoslezska fotbalova liga,49.0,172.0,4,3,1,0,0.0,,0.0
FI3C,DKDD,Kakkonen - Gruppe C,U19 Drenge Divisionen,49.0,39.0,4,Youth,1,1,0.0,,0.0
FI3C,EGY1,Kakkonen - Gruppe C,Egyptian Premier League,49.0,2.0,4,1,1,0,0.0,,0.0
FI3C,FI1,Kakkonen - Gruppe C,Veikkausliiga,49.0,49.0,4,1,2,0,0.0,,1.0
FI3C,FI2,Kakkonen - Gruppe C,Ykkösliiga,49.0,49.0,4,2,2,0,0.0,,1.0
FI3C,FI3C,Kakkonen - Gruppe C,Kakkonen - Gruppe C,49.0,49.0,4,4,1,0,0.0,,1.0
FI3C,MAL1,Kakkonen - Gruppe C,Premier League (-2024),49.0,106.0,4,1,1,0,0.0,,0.0
FI3C,NLN6,Kakkonen - Gruppe C,National League North,49.0,189.0,4,6,1,0,0.0,,0.0
FI3C,RETIREMENT,Kakkonen - Gruppe C,RETIREMENT,49.0,,4,,2,0,0.0,,0.0
FI3C,SK2,Kakkonen - Gruppe C,MONACObet liga,49.0,154.0,4,2,1,0,0.0,,0.0
FI3C,WITHOUT_CLUB,Kakkonen - Gruppe C,WITHOUT_CLUB,49.0,,4,,6,0,0.0,,0.0
FI3N,FI1,Kakkonen - Region Nord,Veikkausliiga,49.0,49.0,3,1,1,0,0.0,,1.0
FI3N,FI2,Kakkonen - Region Nord,Ykkösliiga,49.0,49.0,3,2,1,0,0.0,,1.0
FI3N,GB3,Kakkonen - Region Nord,League One,49.0,189.0,3,3,1,1,0.0,,0.0
FI3N,MEX2,Kakkonen - Region Nord,Liga de Expansión MX Clausura,49.0,110.0,3,2,1,0,0.0,,0.0
FI3N,WITHOUT_CLUB,Kakkonen - Region Nord,WITHOUT_CLUB,49.0,,3,,4,0,0.0,,0.0
FI3S,DKDL,Kakkonen - Region Süd,U19 Drenge Ligaen,49.0,39.0,3,Youth,1,0,0.0,,0.0
FI3S,FI1,Kakkonen - Region Süd,Veikkausliiga,49.0,49.0,3,1,4,0,0.0,,1.0
FI3S,FI2,Kakkonen - Region Süd,Ykkösliiga,49.0,49.0,3,2,2,0,0.0,,1.0
FI3S,NO1,Kakkonen - Region Süd,Eliteserien,49.0,125.0,3,1,1,0,0.0,,0.0
FI3W,NAFC,Kakkonen - Region West,NASL Fall Championship (2013 - 2017),49.0,184.0,3,2,1,0,0.0,,0.0
FI3W,UNKNOWN_CLUB,Kakkonen - Region West,UNKNOWN_CLUB,49.0,,3,,1,0,0.0,,0.0
FI4L,ARG2,Kolmonen Itäinen,Primera Nacional,49.0,9.0,5,2,1,0,0.0,,0.0
FI4L,FI4L,Kolmonen Itäinen,Kolmonen Itäinen,49.0,49.0,5,5,1,0,0.0,,1.0
FI4L,WITHOUT_CLUB,Kolmonen Itäinen,WITHOUT_CLUB,49.0,,5,,2,0,0.0,,0.0
FIJ1,NZL1,Fiji Premier League,New Zealand Premiership (- 2021),48.0,120.0,1,1,1,0,0.0,,0.0
FINJ,AJ3,A-pojat SM-sarja Qualifikation,A-Junioren Bundesliga Süd/Südwest (- 23/24),49.0,40.0,Youth,Youth,1,1,0.0,,0.0
FINJ,BE2,A-pojat SM-sarja Qualifikation,Challenger Pro League,49.0,19.0,Youth,2,1,0,0.0,,0.0
FINJ,CH17,A-pojat SM-sarja Qualifikation,Swiss U17 Elite League,49.0,148.0,Youth,Youth,1,0,100000.0,100000.0,0.0
FINJ,FI1,A-pojat SM-sarja Qualifikation,Veikkausliiga,49.0,49.0,Youth,1,2,0,0.0,,1.0
FINJ,FI2,A-pojat SM-sarja Qualifikation,Ykkösliiga,49.0,49.0,Youth,2,1,0,0.0,,1.0
FINJ,FI3,A-pojat SM-sarja Qualifikation,Kakkonen - Region Ost,49.0,49.0,Youth,3,1,0,0.0,,1.0
FINJ,FI3B,A-pojat SM-sarja Qualifikation,Kakkonen - Gruppe B,49.0,49.0,Youth,4,1,0,0.0,,1.0
FINJ,FI3S,A-pojat SM-sarja Qualifikation,Kakkonen - Region Süd,49.0,49.0,Youth,3,2,0,0.0,,1.0
FINJ,FJE,A-pojat SM-sarja Qualifikation,A-Pojat SM Sarja Endrunde,49.0,49.0,Youth,Youth,2,0,0.0,,1.0
FIYK,CDN1,Ykkönen,Canadian Premier League,49.0,80.0,3,1,1,0,0.0,,0.0
FIYK,F4LA,Ykkönen,Kolmonen Läntinen,49.0,49.0,3,5,1,0,0.0,,1.0
FIYK,FI1,Ykkönen,Veikkausliiga,49.0,49.0,3,1,1,0,0.0,,1.0
FIYK,FI3B,Ykkönen,Kakkonen - Gruppe B,49.0,49.0,3,4,1,0,0.0,,1.0
FIYK,FIYK,Ykkönen,Ykkönen,49.0,49.0,3,3,1,0,0.0,,1.0
FIYK,RETIREMENT,Ykkönen,RETIREMENT,49.0,,3,,1,0,0.0,,0.0
FIYK,WITHOUT_CLUB,Ykkönen,WITHOUT_CLUB,49.0,,3,,3,0,0.0,,0.0
FJE,BJ3,A-Pojat SM Sarja Endrunde,B-Junioren Bundesliga Süd/Südwest (- 23/24),49.0,40.0,Youth,Youth,2,0,0.0,,0.0
FJE,FI3,A-Pojat SM Sarja Endrunde,Kakkonen - Region Ost,49.0,49.0,Youth,3,2,0,0.0,,1.0
FJE,FI3A,A-Pojat SM Sarja Endrunde,Kakkonen - Gruppe A,49.0,49.0,Youth,4,1,0,0.0,,1.0
FJE,FI3B,A-Pojat SM Sarja Endrunde,Kakkonen - Gruppe B,49.0,49.0,Youth,4,1,0,0.0,,1.0
FJE,FINJ,A-Pojat SM Sarja Endrunde,A-pojat SM-sarja Qualifikation,49.0,49.0,Youth,Youth,1,0,0.0,,1.0
FJE,GB18,A-Pojat SM Sarja Endrunde,U18 Premier League,49.0,189.0,Youth,Youth,2,0,0.0,,0.0
FJE,JGD2,A-Pojat SM Sarja Endrunde,ÖFB Jugendliga U18,49.0,127.0,Youth,Youth,1,0,0.0,,0.0
FR1,211F,Ligue 1,U21 Divisie 1 Herbst,50.0,122.0,1,Youth,1,0,0.0,,0.0
FR1,A1,Ligue 1,Bundesliga,50.0,127.0,1,1,18,7,16600000.0,1750000.0,0.0
FR1,A2,Ligue 1,2. Liga,50.0,127.0,1,2,5,4,0.0,,0.0
FR1,ALB1,Ligue 1,Kategoria Superiore,50.0,3.0,1,1,1,1,0.0,,0.0
FR1,ALG1,Ligue 1,Ligue 1,50.0,4.0,1,1,8,2,100000.0,100000.0,0.0
FR1,AND1,Ligue 1,Primera Divisió,50.0,5.0,1,1,2,1,0.0,,0.0
FR1,AR1N,Ligue 1,Liga Profesional de Fútbol (- 23/24),50.0,9.0,1,1,10,7,3000000.0,3000000.0,0.0
FR1,ARG1,Ligue 1,Torneo Apertura,50.0,9.0,1,1,1,1,0.0,,0.0
FR1,ARG2,Ligue 1,Primera Nacional,50.0,9.0,1,2,2,0,0.0,,0.0
FR1,ARGC,Ligue 1,Torneo Clausura,50.0,9.0,1,1,28,15,3300000.0,300000.0,0.0
FR1,ARM1,Ligue 1,Premier League,50.0,10.0,1,1,1,0,0.0,,0.0
FR1,AUS1,Ligue 1,A-League Men,50.0,12.0,1,1,7,2,0.0,,0.0
FR1,AZ1,Ligue 1,Premyer Liqa,50.0,13.0,1,1,3,0,0.0,,0.0
FR1,BE1,Ligue 1,Jupiler Pro League,50.0,19.0,1,1,268,141,61685000.0,525000.0,0.0
FR1,BE2,Ligue 1,Challenger Pro League,50.0,19.0,1,2,63,44,0.0,,0.0
FR1,BEL3,Ligue 1,1ste Nationale,50.0,19.0,1,3,3,2,0.0,,0.0
FR1,BOS1,Ligue 1,Premijer Liga Bosne i Hercegovine,50.0,24.0,1,1,2,0,0.0,,0.0
FR1,BRA1,Ligue 1,Campeonato Brasileiro Série A,50.0,26.0,1,1,92,49,70180000.0,2100000.0,0.0
FR1,BRA2,Ligue 1,Campeonato Brasileiro Série B,50.0,26.0,1,2,7,5,0.0,,0.0
FR1,BU1,Ligue 1,efbet Liga,50.0,28.0,1,1,25,7,1000000.0,500000.0,0.0
FR1,C1,Ligue 1,Super League,50.0,148.0,1,1,118,58,30895000.0,600000.0,0.0
FR1,C2,Ligue 1,Challenge League,50.0,148.0,1,2,19,9,0.0,,0.0
FR1,C3AR,Ligue 1,Championnat National 3 - Groupe K,50.0,50.0,1,5,1,0,0.0,,1.0
FR1,C3CM,Ligue 1,Championnat National 3 - Groupe A,50.0,50.0,1,5,2,0,0.0,,1.0
FR1,C3HF,Ligue 1,Championnat National 3 - Groupe G,50.0,50.0,1,5,1,0,0.0,,1.0
FR1,C3IF,Ligue 1,Championnat National 3 - Groupe H,50.0,50.0,1,5,1,0,0.0,,1.0
FR1,C3NA,Ligue 1,Championnat National 3 - Groupe B,50.0,50.0,1,5,1,0,0.0,,1.0
FR1,C3NO,Ligue 1,Championnat National 3 - Groupe F,50.0,50.0,1,5,1,0,0.0,,1.0
FR1,CAREER_BREAK,Ligue 1,CAREER_BREAK,50.0,,1,,19,0,0.0,,0.0
FR1,CHC1,Ligue 1,1. Liga Classic Gruppe 1,50.0,148.0,1,4,1,0,0.0,,0.0
FR1,CHL1,Ligue 1,Torneo Clausura (-2017),50.0,33.0,1,1,2,1,0.0,,0.0
FR1,CHLA,Ligue 1,Torneo Apertura (-2016),50.0,33.0,1,1,1,0,0.0,,0.0
FR1,CHPR,Ligue 1,Promotion League,50.0,148.0,1,3,5,5,0.0,,0.0
FR1,CLO,Ligue 1,China League One,50.0,34.0,1,2,1,0,0.0,,0.0
FR1,CLPD,Ligue 1,Liga de Primera,50.0,33.0,1,1,1,0,0.0,,0.0
FR1,CN2A,Ligue 1,Championnat National 2 - Groupe A,50.0,50.0,1,4,9,1,0.0,,1.0
FR1,CN2B,Ligue 1,Championnat National 2 - Groupe B,50.0,50.0,1,4,13,3,0.0,,1.0
FR1,CN2C,Ligue 1,Championnat National 2 - Groupe C,50.0,50.0,1,4,14,4,0.0,,1.0
FR1,CN2D,Ligue 1,Championnat National 2 - Groupe D,50.0,50.0,1,4,10,3,0.0,,1.0
FR1,COL1,Ligue 1,Liga Dimayor Finalización,50.0,83.0,1,1,2,1,0.0,,0.0
FR1,CR1,Ligue 1,1. Liga Gruppe 1 (bis 11/12),50.0,148.0,1,3,2,0,0.0,,0.0
FR1,CSL,Ligue 1,Chinese Super League,50.0,34.0,1,1,12,4,17000000.0,4750000.0,0.0
FR1,CYP2,Ligue 1,2. Division,50.0,188.0,1,2,1,0,0.0,,0.0
FR1,DK1,Ligue 1,Superliga,50.0,39.0,1,1,28,13,12300000.0,1500000.0,0.0
FR1,DK2,Ligue 1,1.Division,50.0,39.0,1,2,2,0,0.0,,0.0
FR1,E3G1,Ligue 1,Primera Federación - Grupo I,50.0,157.0,1,3,1,0,0.0,,0.0
FR1,E3G2,Ligue 1,Primera Federación - Grupo II,50.0,157.0,1,3,2,1,0.0,,0.0
FR1,ECSE,Ligue 1,Serie A Segunda Etapa (bis 2018),50.0,44.0,1,1,1,0,0.0,,0.0
FR1,EFD2,Ligue 1,First Division (- 03/04),50.0,189.0,1,2,11,6,24150000.0,6000000.0,0.0
FR1,EGY1,Ligue 1,Egyptian Premier League,50.0,2.0,1,1,5,3,2300000.0,1150000.0,0.0
FR1,ENSD,Ligue 1,Second Division (- 03/04),50.0,189.0,1,3,1,1,0.0,,0.0
FR1,ES1,Ligue 1,LaLiga,50.0,157.0,1,1,238,108,1202350000.0,6000000.0,0.0
FR1,ES2,Ligue 1,LaLiga2,50.0,157.0,1,2,50,26,10950000.0,1700000.0,0.0
FR1,ES3A,Ligue 1,Segunda División B - Grupo I (- 20/21),50.0,157.0,1,3,3,2,0.0,,0.0
FR1,ES3B,Ligue 1,Segunda División B - Grupo II (-20/21),50.0,157.0,1,3,2,1,0.0,,0.0
FR1,ES3C,Ligue 1,Segunda División B - Grupo III (-20/21),50.0,157.0,1,3,4,1,0.0,,0.0
FR1,ES3D,Ligue 1,Segunda División B - Grupo IV (-20/21),50.0,157.0,1,3,1,0,0.0,,0.0
FR1,ES3E,Ligue 1,Segunda División B - Grupo V (- 20/21),50.0,157.0,1,3,1,1,0.0,,0.0
FR1,FI1,Ligue 1,Veikkausliiga,50.0,49.0,1,1,1,1,0.0,,0.0
FR1,FR1,Ligue 1,Ligue 1,50.0,50.0,1,1,1500,639,2914297940.0,3000000.0,1.0
FR1,FR2,Ligue 1,Ligue 2,50.0,50.0,1,2,1395,734,58935000.0,500000.0,1.0
FR1,FR3,Ligue 1,Championnat National,50.0,50.0,1,3,465,305,375000.0,100000.0,1.0
FR1,GB1,Ligue 1,Premier League,50.0,189.0,1,1,467,192,3565059000.0,10000000.0,0.0
FR1,GB2,Ligue 1,Championship,50.0,189.0,1,2,118,68,144474000.0,2000000.0,0.0
FR1,GB21,Ligue 1,Premier League 2,50.0,189.0,1,Reserve,10,8,0.0,,0.0
FR1,GB3,Ligue 1,League One,50.0,189.0,1,3,13,7,1000000.0,1000000.0,0.0
FR1,GB4,Ligue 1,League Two,50.0,189.0,1,4,2,0,0.0,,0.0
FR1,GBR,Ligue 1,Premier Reserve League,50.0,189.0,1,Reserve,2,2,0.0,,0.0
FR1,GR1,Ligue 1,Super League 1,50.0,56.0,1,1,103,37,36515000.0,1000000.0,0.0
FR1,GR2,Ligue 1,Football League,50.0,56.0,1,3,5,1,0.0,,0.0
FR1,GRS2,Ligue 1,Super League 2,50.0,56.0,1,2,2,0,0.0,,0.0
FR1,HOC1,Ligue 1,Liga Nacional Clausura,50.0,66.0,1,1,1,1,0.0,,0.0
FR1,IJ1,Ligue 1,Primavera 1,50.0,75.0,1,Youth,1,1,0.0,,0.0
FR1,IND1,Ligue 1,Indian Super League,50.0,67.0,1,1,1,0,0.0,,0.0
FR1,ISR1,Ligue 1,Ligat ha'Al,50.0,74.0,1,1,15,4,1700000.0,500000.0,0.0
FR1,IT1,Ligue 1,Serie A,50.0,75.0,1,1,291,147,977910596.0,3950000.0,0.0
FR1,IT2,Ligue 1,Serie B,50.0,75.0,1,2,34,20,21540000.0,1950000.0,0.0
FR1,IT3A,Ligue 1,Serie C - Girone A,50.0,75.0,1,3,5,2,9400000.0,9400000.0,0.0
FR1,IT3B,Ligue 1,Serie C - Girone B,50.0,75.0,1,3,2,0,0.0,,0.0
FR1,IT4I,Ligue 1,Serie D - Girone I,50.0,75.0,1,4,1,1,0.0,,0.0
FR1,JAP1,Ligue 1,J1 League,50.0,77.0,1,1,7,2,7652000.0,1750000.0,0.0
FR1,JAP2,Ligue 1,J2 League,50.0,77.0,1,2,2,1,0.0,,0.0
FR1,KAS1,Ligue 1,Premier Liga,50.0,81.0,1,1,1,1,0.0,,0.0
FR1,KR1,Ligue 1,SuperSport HNL,50.0,37.0,1,1,11,3,800000.0,800000.0,0.0
FR1,KR2,Ligue 1,Prva Nogometna Liga,50.0,37.0,1,2,1,1,0.0,,0.0
FR1,L1,Ligue 1,Bundesliga,50.0,40.0,1,1,192,71,930100000.0,5000000.0,0.0
FR1,L2,Ligue 1,2. Bundesliga,50.0,40.0,1,2,32,14,8026446.0,450000.0,0.0
FR1,L3,Ligue 1,3. Liga,50.0,40.0,1,3,6,1,0.0,,0.0
FR1,LET1,Ligue 1,Virsliga,50.0,92.0,1,1,1,1,0.0,,0.0
FR1,LI1,Ligue 1,A Lyga,50.0,98.0,1,1,3,1,0.0,,0.0
FR1,LUX1,Ligue 1,BGL Ligue,50.0,99.0,1,1,4,0,0.0,,0.0
FR1,MAR1,Ligue 1,Botola Pro Inwi,50.0,107.0,1,1,6,0,200000.0,200000.0,0.0
FR1,MEX2,Ligue 1,Liga de Expansión MX Clausura,50.0,110.0,1,2,1,0,0.0,,0.0
FR1,MEXA,Ligue 1,Liga MX Apertura,50.0,110.0,1,1,17,6,14950000.0,3400000.0,0.0
FR1,MLS1,Ligue 1,Major League Soccer,50.0,184.0,1,1,35,7,36489545.0,1800000.0,0.0
FR1,MNE1,Ligue 1,Meridianbet 1. CFL,50.0,216.0,1,1,1,1,0.0,,0.0
FR1,MO1N,Ligue 1,Super Liga,50.0,112.0,1,1,1,0,0.0,,0.0
FR1,NL1,Ligue 1,Eredivisie,50.0,122.0,1,1,65,32,36345000.0,1500000.0,0.0
FR1,NL2,Ligue 1,Keuken Kampioen Divisie,50.0,122.0,1,2,8,4,0.0,,0.0
FR1,NO1,Ligue 1,Eliteserien,50.0,125.0,1,1,16,11,4750000.0,500000.0,0.0
FR1,PDV1,Ligue 1,Primera División Clausura,50.0,36.0,1,1,1,1,0.0,,0.0
FR1,PERC,Ligue 1,Torneo Descentralizado (2007 - 2013),50.0,133.0,1,1,1,1,0.0,,0.0
FR1,PERS,Ligue 1,Torneo Descentralizado Segunda Fase,50.0,133.0,1,1,1,0,0.0,,0.0
FR1,PL1,Ligue 1,PKO BP Ekstraklasa,50.0,135.0,1,1,19,7,1200000.0,250000.0,0.0
FR1,PO1,Ligue 1,Liga Portugal,50.0,136.0,1,1,145,81,73385195.0,1200000.0,0.0
FR1,PO2,Ligue 1,Liga Portugal 2,50.0,136.0,1,2,22,9,1000000.0,1000000.0,0.0
FR1,PT3A,Ligue 1,Liga 3,50.0,136.0,1,3,1,0,0.0,,0.0
FR1,QSL,Ligue 1,Qatar Stars League,50.0,137.0,1,1,34,2,135061000.0,4000000.0,0.0
FR1,RETIREMENT,Ligue 1,RETIREMENT,50.0,,1,,132,0,0.0,,0.0
FR1,RN,Ligue 1,Regionalliga Nord (94/95 - 07/08),50.0,40.0,1,3,1,0,0.0,,0.0
FR1,RO1,Ligue 1,SuperLiga,50.0,140.0,1,1,21,6,1350000.0,200000.0,0.0
FR1,RO2,Ligue 1,Liga 2,50.0,140.0,1,2,1,0,0.0,,0.0
FR1,RO2B,Ligue 1,Liga II - Seria II,50.0,140.0,1,2,1,0,0.0,,0.0
FR1,RS,Ligue 1,Regionalliga Süd (94/95 - 07/08),50.0,40.0,1,3,2,0,0.0,,0.0
FR1,RSK1,Ligue 1,K League 1,50.0,87.0,1,1,3,1,0.0,,0.0
FR1,RU1,Ligue 1,Premier Liga,50.0,141.0,1,1,61,30,145000000.0,4300000.0,0.0
FR1,SA1,Ligue 1,Saudi Pro League,50.0,146.0,1,1,49,8,281042000.0,5500000.0,0.0
FR1,SA2L,Ligue 1,Saudi First Division League,50.0,146.0,1,2,3,1,4000000.0,4000000.0,0.0
FR1,SC1,Ligue 1,Scottish Premiership,50.0,190.0,1,1,38,19,43920000.0,1500000.0,0.0
FR1,SC4,Ligue 1,Scottish League Two,50.0,190.0,1,4,1,0,0.0,,0.0
FR1,SE1,Ligue 1,Allsvenskan,50.0,147.0,1,1,12,6,1000000.0,1000000.0,0.0
FR1,SE2,Ligue 1,Superettan,50.0,147.0,1,2,1,0,0.0,,0.0
FR1,SER1,Ligue 1,Super Liga Srbije,50.0,215.0,1,1,19,10,5450000.0,750000.0,0.0
FR1,SFA1,Ligue 1,Betway Premiership,50.0,159.0,1,1,1,0,0.0,,0.0
FR1,SL1,Ligue 1,Prva Liga,50.0,155.0,1,1,3,1,0.0,,0.0
FR1,SLO1,Ligue 1,Niké Liga,50.0,154.0,1,1,1,1,0.0,,0.0
FR1,TDeC,Ligue 1,Liga 1 Clausura,50.0,133.0,1,1,2,2,0.0,,0.0
FR1,TR1,Ligue 1,Süper Lig,50.0,174.0,1,1,175,57,221541730.0,2000000.0,0.0
FR1,TR2,Ligue 1,1.Lig,50.0,174.0,1,2,13,4,0.0,,0.0
FR1,TS1,Ligue 1,Chance Liga,50.0,172.0,1,1,16,5,5900000.0,1000000.0,0.0
FR1,TUN1,Ligue 1,Ligue 1,50.0,173.0,1,1,8,2,2275000.0,775000.0,0.0
FR1,UAE1,Ligue 1,UAE Pro League,50.0,183.0,1,1,21,3,32250000.0,2950000.0,0.0
FR1,UD2L,Ligue 1,USSF Division 2 Professional League (2010),50.0,184.0,1,2,2,0,0.0,,0.0
FR1,UKR1,Ligue 1,Premier Liga,50.0,177.0,1,1,25,16,37550000.0,5250000.0,0.0
FR1,UNG1,Ligue 1,Nemzeti Bajnokság,50.0,178.0,1,1,3,0,400000.0,400000.0,0.0
FR1,UNKNOWN_CLUB,Ligue 1,UNKNOWN_CLUB,50.0,,1,,2,0,0.0,,0.0
FR1,URUC,Ligue 1,Liga AUF Clausura,50.0,179.0,1,1,10,8,1000000.0,1000000.0,0.0
FR1,URUE,Ligue 1,Campeonato Uruguayo Especial,50.0,179.0,1,1,1,1,0.0,,0.0
FR1,USFD,Ligue 1,USL First Division (2005 - 2009),50.0,184.0,1,2,1,0,0.0,,0.0
FR1,USL,Ligue 1,USL Championship,50.0,184.0,1,2,1,0,0.0,,0.0
FR1,VZ1C,Ligue 1,Liga FUTVE Clausura,50.0,182.0,1,1,2,0,0.0,,0.0
FR1,WITHOUT_CLUB,Ligue 1,WITHOUT_CLUB,50.0,,1,,324,0,0.0,,0.0
FR1,ZYP1,Ligue 1,Cyprus League,50.0,188.0,1,1,23,5,1900000.0,950000.0,0.0
FR2,A1,Ligue 2,Bundesliga,50.0,127.0,2,1,10,4,13850000.0,6925000.0,0.0
FR2,A2,Ligue 2,2. Liga,50.0,127.0,2,2,9,7,0.0,,0.0
FR2,A2VI,Ligue 2,National Premier League - Victoria,50.0,12.0,2,2,1,0,0.0,,0.0
FR2,ACFF,Ligue 2,2de Nationale ACFF,50.0,19.0,2,4,1,0,0.0,,0.0
FR2,ALG1,Ligue 2,Ligue 1,50.0,4.0,2,1,18,3,260000.0,130000.0,0.0
FR2,AR1N,Ligue 2,Liga Profesional de Fútbol (- 23/24),50.0,9.0,2,1,3,2,190000.0,190000.0,0.0
FR2,ARGC,Ligue 2,Torneo Clausura,50.0,9.0,2,1,2,1,0.0,,0.0
FR2,ARM1,Ligue 2,Premier League,50.0,10.0,2,1,1,0,0.0,,0.0
FR2,AUS1,Ligue 2,A-League Men,50.0,12.0,2,1,8,2,0.0,,0.0
FR2,AZ1,Ligue 2,Premyer Liqa,50.0,13.0,2,1,13,1,1000000.0,1000000.0,0.0
FR2,BE1,Ligue 2,Jupiler Pro League,50.0,19.0,2,1,166,51,60370000.0,1350000.0,0.0
FR2,BE2,Ligue 2,Challenger Pro League,50.0,19.0,2,2,68,23,1300000.0,450000.0,0.0
FR2,BE3A,Ligue 2,1ste Nationale ACFF,50.0,19.0,2,3,1,0,0.0,,0.0
FR2,BEL3,Ligue 2,1ste Nationale,50.0,19.0,2,3,7,2,0.0,,0.0
FR2,BOS1,Ligue 2,Premijer Liga Bosne i Hercegovine,50.0,24.0,2,1,3,0,0.0,,0.0
FR2,BRA1,Ligue 2,Campeonato Brasileiro Série A,50.0,26.0,2,1,15,4,1000000.0,500000.0,0.0
FR2,BRA2,Ligue 2,Campeonato Brasileiro Série B,50.0,26.0,2,2,3,1,0.0,,0.0
FR2,BU1,Ligue 2,efbet Liga,50.0,28.0,2,1,27,2,2150000.0,225000.0,0.0
FR2,C1,Ligue 2,Super League,50.0,148.0,2,1,59,17,12130000.0,650000.0,0.0
FR2,C2,Ligue 2,Challenge League,50.0,148.0,2,2,21,1,250000.0,250000.0,0.0
FR2,C3AR,Ligue 2,Championnat National 3 - Groupe K,50.0,50.0,2,5,5,1,0.0,,1.0
FR2,C3BF,Ligue 2,Championnat National 3 - Groupe J,50.0,50.0,2,5,1,0,0.0,,1.0
FR2,C3BR,Ligue 2,Championnat National 3 - Groupe E,50.0,50.0,2,5,12,6,0.0,,1.0
FR2,C3CM,Ligue 2,Championnat National 3 - Groupe A,50.0,50.0,2,5,7,0,0.0,,1.0
FR2,C3GE,Ligue 2,Championnat National 3 - Groupe I,50.0,50.0,2,5,3,1,0.0,,1.0
FR2,C3HF,Ligue 2,Championnat National 3 - Groupe G,50.0,50.0,2,5,12,2,0.0,,1.0
FR2,C3IF,Ligue 2,Championnat National 3 - Groupe H,50.0,50.0,2,5,4,2,0.0,,1.0
FR2,C3NA,Ligue 2,Championnat National 3 - Groupe B,50.0,50.0,2,5,6,0,0.0,,1.0
FR2,C3NO,Ligue 2,Championnat National 3 - Groupe F,50.0,50.0,2,5,6,0,0.0,,1.0
