competition_id,league_name,country_id,tier,source_url,canonical_competition_id,prior_league_names

ECSE,Serie A Segunda Etapa (bis 2018),44.0,1,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/ECSE,,

EE17,U17 Eliitliiga,47.0,Youth,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/EE17,,

EFD1,First Division (- 91/92),189.0,1,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/EFD1,GB1,

EFD2,First Division (- 03/04),189.0,2,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/EFD2,GB2,

EGY1,Egyptian Premier League,2.0,1,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/EGY1,,

EL1A,LigaPro Serie A Primera Etapa,44.0,1,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/EL1A,,

ELSA,Regionalliga Salzburg (- 2023),127.0,3,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/ELSA,,

ELTA,Regionalliga Tirol Abstiegsrunde (- 2023),127.0,3,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/ELTA,,

ELTI,Regionalliga Tirol (- 2023),127.0,3,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/ELTI,,

ELVA,Eliteliga Vorarlberg (- 2023),127.0,3,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/ELVA,,

ENSD,Second Division (- 03/04),189.0,3,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/ENSD,GB3,

ES1,LaLiga,157.0,1,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/ES1,,

ES17,U17 Eliitliiga Esiliiga,47.0,Youth,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/ES17,,

ES1H,Meistriliiga (92/93 bis 97/98),47.0,1,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/ES1H,EST1,

ES2,LaLiga2,157.0,2,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/ES2,,

ES3A,Segunda División B - Grupo I (- 20/21),157.0,3,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/ES3A,,

ES3B,Segunda División B - Grupo II (-20/21),157.0,3,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/ES3B,,

ES3C,Segunda División B - Grupo III (-20/21),157.0,3,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/ES3C,,

ES3D,Segunda División B - Grupo IV (-20/21),157.0,3,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/ES3D,,

ES3E,Segunda División B - Grupo V (- 20/21),157.0,3,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/ES3E,,

EST1,Premium Liiga,47.0,1,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/EST1,,Meistriliiga (92/93 bis 97/98)

EST2,Esiliiga,47.0,2,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/EST2,,

EST3,Esiliiga B,47.0,3,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/EST3,,

ETP1,Äthiopische Premier League,11.0,1,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/ETP1,,

EVAA,Eliteliga Vorarlberg Abstiegsrunde (- 2023),127.0,3,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/EVAA,,

F19A,Championnat National U19 - Groupe A,50.0,Youth,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/F19A,,

F19B,Championnat National U19 - Groupe B,50.0,Youth,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/F19B,,

F19C,Championnat National U19 - Groupe C,50.0,Youth,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/F19C,,

F19D,Championnat National U19 - Groupe D,50.0,Youth,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/F19D,,

F4KP,Kolmonen Pohjoinen,49.0,5,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/F4KP,,

F4LA,Kolmonen Läntinen,49.0,5,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/F4LA,,

FAR2,1. deild,208.0,2,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/FAR2,,

FAR3,2. deild,208.0,3,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/FAR3,,

FAR4,3. deild,208.0,4,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/FAR4,,

FARO,Betri-deildin,208.0,1,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/FARO,,

FI1,Veikkausliiga,49.0,1,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/FI1,,

FI2,Ykkösliiga,49.0,2,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/FI2,,

FI3,Kakkonen - Region Ost,49.0,3,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/FI3,,

FI3A,Kakkonen - Gruppe A,49.0,4,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/FI3A,,

FI3B,Kakkonen - Gruppe B,49.0,4,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/FI3B,,

FI3C,Kakkonen - Gruppe C,49.0,4,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/FI3C,,

FI3N,Kakkonen - Region Nord,49.0,3,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/FI3N,,

FI3S,Kakkonen - Region Süd,49.0,3,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/FI3S,,

FI3W,Kakkonen - Region West,49.0,3,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/FI3W,,

FI4L,Kolmonen Itäinen,49.0,5,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/FI4L,,

FIJ1,Fiji Premier League,48.0,1,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/FIJ1,,

FINJ,A-pojat SM-sarja Qualifikation,49.0,Youth,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/FINJ,,

FIYK,Ykkönen,49.0,3,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/FIYK,,

FJE,A-Pojat SM Sarja Endrunde,49.0,Youth,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/FJE,,

FR1,Ligue 1,50.0,1,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/FR1,,

FR2,Ligue 2,50.0,2,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/FR2,,

FR3,Championnat National,50.0,3,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/FR3,,

GB1,Premier League,189.0,1,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/GB1,,First Division (- 91/92)

GB18,U18 Premier League,189.0,Youth,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/GB18,,

GB2,Championship,189.0,2,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/GB2,,First Division (- 03/04)

GB21,Premier League 2,189.0,Reserve,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/GB21,,

GB3,League One,189.0,3,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/GB3,,Second Division (- 03/04)

GB4,League Two,189.0,4,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/GB4,,

GBR,Premier Reserve League,189.0,Reserve,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/GBR,,

GBRN,Premier Reserve League North,189.0,Reserve,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/GBRN,,

GBRS,Premier Reserve League South,189.0,Reserve,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/GBRS,,

GE1N,Erovnuli Liga,53.0,1,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/GE1N,GEO1,

GE2H,Pirveli Liga (bis 12/2016),53.0,2,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/GE2H,GEO2,

GEO1,Umaghlesi Liga (bis 12/2016),53.0,1,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/GEO1,,Erovnuli Liga

GEO2,Erovnuli Liga 2,53.0,2,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/GEO2,,Pirveli Liga (bis 12/2016)

GHPL,Ghana Premier League,54.0,1,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/GHPL,,

GI1,Gibraltar Football League,266.0,1,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/GI1,,

GI2,Gibraltar Second Division,266.0,2,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/GI2,,

GR1,Super League 1,56.0,1,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/GR1,,

GR2,Football League,56.0,3,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/GR2,,

GR20,Super League U19,56.0,Youth,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/GR20,,

GR2N,Football League Nord,56.0,2,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/GR2N,,

GR2S,Football League Süd,56.0,2,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/GR2S,,

GRS2,Super League 2,56.0,2,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/GRS2,,

GU1A,Liga Nacional Apertura,58.0,1,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/GU1A,,

GU1C,Liga Nacional Clausura,58.0,1,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/GU1C,,

GZO1,Gozo Football League First Division,106.0,1,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/GZO1,,

HBZA,Vierde Divisie B Samstag,122.0,5,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/HBZA,,

HBZO,Vierde Divisie B Sonntag,122.0,5,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/HBZO,,

HGKG,Hongkong Premier League,218.0,1,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/HGKG,,

HK2L,Hong Kong First Division,218.0,2,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/HK2L,,

HK3L,Hong Kong Second Division,218.0,3,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/HK3L,,

HO1A,Liga Nacional Apertura,66.0,1,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/HO1A,,

HOC1,Liga Nacional Clausura,66.0,1,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/HOC1,,

IJ1,Primavera 1,75.0,Youth,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/IJ1,,

IJ2A,Primavera 2 - A,75.0,Youth,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/IJ2A,,

IJ2B,Primavera 2 - B,75.0,Youth,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/IJ2B,,

IKSC,Irak Super Cup,70.0,Statechampionship,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/IKSC,,

ILI2,Championship,68.0,2,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/ILI2,,

IN1A,National Football League ('96-'07),67.0,1,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/IN1A,IND1,

IN1L,Super League,68.0,1,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/IN1L,,

IN3L,Liga Nusantara,68.0,3,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/IN3L,,

IND1,Indian Super League,67.0,1,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/IND1,,National Football League ('96-'07)

IND2,I-League 2,67.0,3,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/IND2,,

INIL,I-League,67.0,2,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/INIL,,

INR1,Super League Kerala,67.0,StateChampionship,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/INR1,,

IR1,League of Ireland Premier Division,72.0,1,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/IR1,,

IR1H,Azadegan League (1991 - 2001),71.0,1,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/IR1H,,Persian Gulf Pro League

IR2,League of Ireland First Division,72.0,2,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/IR2,,

IRN1,Persian Gulf Pro League,71.0,1,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/IRN1,IR1H,

IRN2,Azadegan League,71.0,2,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/IRN2,,

IRN3,League 2,71.0,3,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/IRN3,,

IRQ1,Iraq Stars League,70.0,1,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/IRQ1,,

IS1,Besta deild,73.0,1,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/IS1,,

IS2,Lengjudeild,73.0,2,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/IS2,,

ISL3,2. deild,73.0,3,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/ISL3,,

ISR1,Ligat ha'Al,74.0,1,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/ISR1,,

ISR2,Liga Leumit,74.0,2,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/ISR2,,

IT1,Serie A,75.0,1,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/IT1,,

IT2,Serie B,75.0,2,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/IT2,,

IT3A,Serie C - Girone A,75.0,3,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/IT3A,,

IT3B,Serie C - Girone B,75.0,3,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/IT3B,,

IT3C,Serie C - Girone C,75.0,3,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/IT3C,,

IT4A,Serie D - Girone A,75.0,4,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/IT4A,,

IT4B,Serie D - Girone B,75.0,4,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/IT4B,,

IT4C,Serie D - Girone C,75.0,4,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/IT4C,,

IT4D,Serie D - Girone D,75.0,4,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/IT4D,,

IT4E,Serie D - Girone E,75.0,4,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/IT4E,,

IT4F,Serie D - Girone F,75.0,4,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/IT4F,,

IT4G,Serie D - Girone G,75.0,4,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/IT4G,,

IT4H,Serie D - Girone H,75.0,4,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/IT4H,,

IT4I,Serie D - Girone I,75.0,4,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/IT4I,,

IT4V,Lega Pro Seconda Divisione - Girone D,75.0,4,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/IT4V,,

IT4X,Lega Pro Seconda Divisione - Girone A,75.0,4,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/IT4X,,

IT4Y,Lega Pro Seconda Divisione - Girone B,75.0,4,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/IT4Y,,

IT4Z,Lega Pro Seconda Divisione - Girone C,75.0,4,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/IT4Z,,

ITJ0,Campionato Primavera Girone D,75.0,Youth,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/ITJ0,,

ITJ1,Campionato Primavera Girone A,75.0,Youth,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/ITJ1,,

ITJ2,Campionato Primavera Girone B,75.0,Youth,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/ITJ2,,

ITJ3,Campionato Primavera Girone C,75.0,Youth,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/ITJ3,,

ITJ4,Campionato nazionale Under 17 - A,75.0,Youth,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/ITJ4,,

ITJ5,Campionato nazionale Under 17 - B,75.0,Youth,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/ITJ5,,

ITJ6,Campionato nazionale Under 17 - C,75.0,Youth,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/ITJ6,,

ITJ7,Campionato Under 18,75.0,Youth,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/ITJ7,,

ITJ8,Campionato nazionale Under 17 2020/21,75.0,Youth,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/ITJ8,,

ITJ9,Campionato nazionale Under 18 - B,75.0,Youth,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/ITJ9,,

J18E,Prinz Takamado U18 Premier League Ost,77.0,Youth,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/J18E,,

J18W,Prinz Takamado U18 Premier League West,77.0,Youth,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/J18W,,

J6K2,Kanto Soccer League (Div.2),77.0,6,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/J6K2,,

J6T2,Tokai Soccer League (Div.2),77.0,6,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/J6T2,,

J6TN,Tohoku Soccer League (Div.2 Nord),77.0,6,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/J6TN,,

JAP1,J1 League,77.0,1,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/JAP1,,"J1 League - First Stage ('93-'95,'97-'04,'15-'16)"

JAP2,J2 League,77.0,2,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/JAP2,,

JAP3,J3 League,77.0,3,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/JAP3,,

JCSL,Chugoku Soccer League,77.0,5,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/JCSL,,

JFL,Japan Football League,77.0,4,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/JFL,,

JFL1,Japan Football League (1992-1998),77.0,2,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/JFL1,JFL1,Japan Football League (1992-1998)

JGD,ÖFB Jugendliga U19 (- 2010),127.0,Youth,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/JGD,,

JGD2,ÖFB Jugendliga U18,127.0,Youth,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/JGD2,,

JGD3,ÖFB Jugendliga U16,127.0,Youth,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/JGD3,,

JL11,"J1 League - First Stage ('93-'95,'97-'04,'15-'16)",77.0,1,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/JL11,JAP1,

JO1L,Jordanian Pro League,78.0,1,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/JO1L,,

JPKA,Kansai Soccer League (Div.1),77.0,5,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/JPKA,,

JPKS,Kyushu Soccer League,77.0,5,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/JPKS,,

JPL1,Jamaica Premier League,76.0,1,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/JPL1,,

JUNO,U19 Allsvenskan Norra,147.0,Youth,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/JUNO,,

JUSÖ,U19 Allsvenskan Södra,147.0,Youth,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/JUSÖ,,

K3L,K3 League,87.0,3,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/K3L,,Korea National League (2011-2019); Korea National League - Second Stage (2003-2010)

K4L,K4 League,87.0,4,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/K4L,,

KAS1,Premier Liga,81.0,1,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/KAS1,,

KAS2,Pervaya Liga,81.0,2,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/KAS2,,

KG1L,Jogorku Liga,90.0,1,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/KG1L,,

KHM1,Cambodian Premier League,79.0,1,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/KHM1,,

KLS2,"K League - Second Stage ('84,'86,'95,'96,'04-'06)",87.0,1,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/KLS2,RSK1,

KNL2,Korea National League - Second Stage (2003-2010),87.0,3,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/KNL2,K3L,

KO1,Superliga e Kosovës,244.0,1,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/KO1,,

KOG1,Kolmonen Etelä Gruppe A,49.0,5,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/KOG1,,

KOG2,Kolmonen Etelä Gruppe B,49.0,5,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/KOG2,,

KOG3,Kolmonen Etelä Gruppe C,49.0,5,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/KOG3,,

KR1,SuperSport HNL,37.0,1,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/KR1,,

KR2,Prva Nogometna Liga,37.0,2,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/KR2,,

KTOS,Kanto Soccer League (Div.1),77.0,5,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/KTOS,,

L1,Bundesliga,40.0,1,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/L1,,

L2,2. Bundesliga,40.0,2,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/L2,,

L3,3. Liga,40.0,3,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/L3,,NOFV-Oberliga Mitte (91/92 - 93/94); NOFV-Oberliga Süd (91/92 - 93/94); Oberliga Baden-Württemberg (- 93/94); Oberliga Nord (- 93/94); Oberliga Nordrhein (- 93/94); Oberliga Südwest (78/79 - 93/94); Regionalliga Nord (94/95 - 07/08); Regionalliga Nord/Ost (94/95 - 99/00); Regionalliga Süd (94/95 - 07/08); Regionalliga West-Südwest (94/95 - 99/00)

LAO1,Lao League 1,91.0,1,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/LAO1,,

LBMI,Landesliga Bayern Mitte,40.0,6,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/LBMI,,

LBNO,Landesliga Bayern Nordost,40.0,6,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/LBNO,,

LBNW,Landesliga Bayern Nordwest,40.0,6,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/LBNW,,

LBSO,Landesliga Bayern Südost,40.0,6,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/LBSO,,

LBSW,Landesliga Bayern Südwest,40.0,6,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/LBSW,,

LET1,Virsliga,92.0,1,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/LET1,,

LET2,Nakotnes Liga,92.0,2,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/LET2,,

LH21,Landesliga Hamburg (- 2022),40.0,6,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/LH21,,

LI1,A Lyga,98.0,1,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/LI1,,

LIB1,Lebanese Premier League,94.0,1,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/LIB1,,

LIM,A Lyga - Meisterrunde,98.0,1,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/LIM,,

LLHA,Landesliga Hansa,40.0,6,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/LLHA,,

LLHB,Landesliga Bremen,40.0,6,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/LLHB,,

LLHM,Landesliga Hammonia,40.0,6,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/LLHM,,

LLHO,Landesliga Holstein,40.0,6,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/LLHO,,

LLL,Landesliga Lüneburg,40.0,6,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/LLL,,

LLM1,Landesliga Mittelrhein Staffel 1,40.0,6,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/LLM1,,

LLM2,Landesliga Mittelrhein Staffel 2,40.0,6,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/LLM2,,

LLSA,Schröder-Liga Saar,40.0,6,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/LLSA,,

LLSL,Landesliga Schleswig,40.0,6,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/LLSL,,

LNBR,Landesliga Braunschweig,40.0,6,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/LNBR,,

LNHA,Landesliga Hannover,40.0,6,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/LNHA,,

LNR1,Landesliga Niederrhein - Gruppe 1,40.0,6,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/LNR1,,

LNR2,Landesliga Niederrhein - Gruppe 2,40.0,6,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/LNR2,,

LNR3,Landesliga Niederrhein - Gruppe 3 (- 2023),40.0,6,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/LNR3,,

LNWE,Landesliga Weser-Ems,40.0,6,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/LNWE,,

LPL,Libyan Premier League,96.0,1,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/LPL,,

LSHM,Landesliga Schleswig-Holstein Mitte (- 2023),40.0,6,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/LSHM,,

LT1U,A Lyga Übergangsrunde,98.0,1,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/LT1U,,

LUX1,BGL Ligue,99.0,1,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/LUX1,,

LUX2,Ehrenpromotion,99.0,2,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/LUX2,,

LWEE,Landesliga Weser-Ems - Endrunde,40.0,PlayoffRelegation,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/LWEE,,

M191,Liga MX U19 Apertura,110.0,Youth,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/M191,,

M192,Liga MX U19 Clausura,110.0,Youth,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/M192,,

M20A,Liga MX U20 Apertura (- 22/23),110.0,Youth,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/M20A,,Liga MX U20 (09/10)

M20C,Liga MX U20 Clausura (- 22/23),110.0,Youth,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/M20C,,

M20H,Liga MX U20 (09/10),110.0,Youth,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/M20H,M20A,

M21A,Liga MX U21 Apertura,110.0,Youth,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/M21A,,

M23C,Liga MX U23 Clausura (23/24 - 24/25),110.0,Youth,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/M23C,,

MAL1,Premier League (-2024),106.0,1,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/MAL1,MT1P,

MAL2,Challenge League,106.0,2,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/MAL2,MT2P,

MAL3,National Amateur League I,106.0,3,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/MAL3,,

MAR1,Botola Pro Inwi,107.0,1,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/MAR1,,

MAZ1,Prva Makedonska Fudbalska Liga,100.0,1,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/MAZ1,,

MEX1,Liga MX Clausura,110.0,1,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/MEX1,,

MEX2,Liga de Expansión MX Clausura,110.0,2,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/MEX2,,

MEXA,Liga MX Apertura,110.0,1,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/MEXA,,

MEXB,Liga de Expansión MX Apertura,110.0,2,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/MEXB,,

ML1P,Liga 1 (Aufstieg),112.0,2,https://www.transfermarkt.de/jumplist/startseite/wettbewerb/ML1P,,

