"group_key";"competition_id";"league_name";"league_name_norm";"historical_flag";"country_id";"tier";"source_url"; "canonical_competition_id"
"141.0|3";"RPLW";"Zweite Liga Division B Gruppe 2 (-2023)";"zweite liga division b gruppe 2";"True";"141";"3";"https://www.transfermarkt.de/jumplist/startseite/wettbewerb/RPLW"
"141.0|3";"RPLZ";"Zweite Liga Division B Gruppe 3 (-2023)";"zweite liga division b gruppe 3";"True";"141";"3";"https://www.transfermarkt.de/jumplist/startseite/wettbewerb/RPLZ"

"141.0|Youth";"RU16";"Russian U16 Youth Football League";"russian u16 youth football league";"False";"141";"Youth";"https://www.transfermarkt.de/jumplist/startseite/wettbewerb/RU16"
"141.0|Youth";"RU17";"Russian U17 Youth Football League";"russian u17 youth football league";"False";"141";"Youth";"https://www.transfermarkt.de/jumplist/startseite/wettbewerb/RU17"
"141.0|Youth";"RUJL";"U19 M-Liga (- 2023)";"u19 m liga";"True";"141";"Youth";"https://www.transfermarkt.de/jumplist/startseite/wettbewerb/RUJL"
"141.0|Youth";"RJL2";"U19 M-Liga (seit 2024)";"u19 m liga";"True";"141";"Youth";"https://www.transfermarkt.de/jumplist/startseite/wettbewerb/RJL2"
"141.0|Youth";"Y047";"YFL U17 (2024)";"yfl u17";"True";"141";"Youth";"https://www.transfermarkt.de/jumplist/startseite/wettbewerb/Y047"

"144.0|1";"SMR1";"Campionato Sammarinese";"campionato sammarinese";"False";"144";"1";"https://www.transfermarkt.de/jumplist/startseite/wettbewerb/SMR1"
"144.0|1";"CSSF";"Campionato Sammarinese Seconda Fase";"campionato sammarinese seconda fase";"False";"144";"1";"https://www.transfermarkt.de/jumplist/startseite/wettbewerb/CSSF"

"147.0|3";"SE3N";"Ettan Norra";"ettan norra";"False";"147";"3";"https://www.transfermarkt.de/jumplist/startseite/wettbewerb/SE3N"
"147.0|3";"SE3S";"Ettan Södra";"ettan s dra";"False";"147";"3";"https://www.transfermarkt.de/jumplist/startseite/wettbewerb/SE3S"

"147.0|Reserve";"S21N";"Folksam U21 Allsvenskan Norra";"folksam u21 allsvenskan norra";"False";"147";"Reserve";"https://www.transfermarkt.de/jumplist/startseite/wettbewerb/S21N"
"147.0|Reserve";"S21S";"Folksam U21 Allsvenskan Södra";"folksam u21 allsvenskan s dra";"False";"147";"Reserve";"https://www.transfermarkt.de/jumplist/startseite/wettbewerb/S21S"

